codigo_ibge,date,data,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
4102307,2018,20180702.0,10.02,19.19,15.12,16.9,24.48,14.3,18.62,11.84,83.19,1.26,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.67,0.57,0.59,15.55,23.65,33.44,81.37,123.12,11.11,0.29,1.48
4102307,2019,20190702.0,10.26,19.44,15.49,17.32,24.99,14.76,18.96,12.02,82.81,1.17,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.68,0.57,0.59,15.22,23.52,33.39,80.17,124.2,10.75,0.29,1.49
4102307,2020,20200701.5,11.59,18.985,14.094999999999999,16.119999999999997,25.23,13.745000000000001,18.3,11.05,78.75,0.855,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.6,0.52,0.54,17.275,23.085,33.45,90.19999999999999,119.555,11.45,0.33,1.665
4102406,2017,20170702.5,9.875,23.28,18.195,20.36,27.965,17.560000000000002,23.12,13.61,79.69,0.255,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.76,0.73,0.73,18.02,24.04,33.93,95.02000000000001,124.45500000000001,12.515,0.34,1.705
4102406,2018,20180702.0,10.95,23.11,18.37,20.67,28.71,17.92,22.91,13.85,76.56,0.17,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.73,0.72,0.71,17.64,23.68,33.99,94.33,124.1,12.38,0.33,1.64
4102406,2019,20190702.0,12.7,25.01,17.65,21.52,30.25,19.11,24.57,13.18,70.81,0.13,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.64,0.66,0.66,17.92,23.33,33.94,94.09,124.29,12.27,0.34,1.73
4102406,2020,20200701.5,13.825,24.905,15.965,19.945,30.655,17.675,24.125,11.9,66.06,0.07,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.62,0.64,0.65,19.494999999999997,23.31,34.015,101.78,122.065,13.274999999999999,0.38,1.9449999999999998
4102505,2017,20170702.5,11.07,22.915,18.105,20.44,28.55,17.45,22.82,13.61,80.25,0.295,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.76,0.73,0.73,17.53,23.799999999999997,33.655,90.56,123.41999999999999,11.870000000000001,0.32,1.565
4102505,2018,20180702.0,11.48,22.78,18.18,20.51,28.94,17.53,22.64,13.61,77.56,0.19,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.73,0.7,0.71,17.28,23.61,33.72,91.26,122.28,12.0,0.31,1.59
4102505,2019,20190702.0,12.34,24.31,18.29,21.52,29.87,18.78,24.15,13.73,76.0,0.22,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.7,0.68,0.69,17.04,23.24,33.67,90.66,123.21,11.67,0.31,1.59
4102505,2020,20200701.5,14.18,24.405,16.21,19.725,31.27,17.42,23.98,12.08,66.94,0.06,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.63,0.65,0.66,19.1,22.845,33.739999999999995,98.61,119.36500000000001,12.75,0.36,1.77
4102604,2017,20170702.5,11.07,22.915,18.105,20.44,28.55,17.45,22.82,13.61,80.25,0.295,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.77,0.745,0.77,16.86,23.21,33.06,87.95,120.05,11.54,0.295,1.4249999999999998
4102604,2018,20180702.0,11.48,22.78,18.18,20.51,28.94,17.53,22.64,13.61,77.56,0.19,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.77,0.75,0.78,16.53,23.05,33.15,86.9,121.03,11.41,0.29,1.35
4102604,2019,20190702.0,12.34,24.31,18.29,21.52,29.87,18.78,24.15,13.73,76.0,0.22,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.72,0.69,0.73,16.43,23.24,33.11,86.96,122.91,11.18,0.28,1.38
4102604,2020,20200701.5,14.18,24.405,16.21,19.725,31.27,17.42,23.98,12.08,66.94,0.06,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.65,0.65,0.68,18.77,22.78,33.155,98.03,117.305,12.51,0.33,1.645
4102703,2017,20170702.5,11.07,22.915,18.105,20.44,28.55,17.45,22.82,13.61,80.25,0.295,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.74,0.72,0.73,18.02,24.04,33.93,95.02000000000001,124.45500000000001,12.515,0.34,1.705
4102703,2018,20180702.0,11.48,22.78,18.18,20.51,28.94,17.53,22.64,13.61,77.56,0.19,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.7,0.68,0.69,17.64,23.68,33.99,94.33,124.1,12.38,0.33,1.64
4102703,2019,20190702.0,12.34,24.31,18.29,21.52,29.87,18.78,24.15,13.73,76.0,0.22,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.62,0.63,0.65,17.92,23.33,33.94,94.09,124.29,12.27,0.34,1.73
4102703,2020,20200701.5,14.18,24.405,16.21,19.725,31.27,17.42,23.98,12.08,66.94,0.06,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.595,0.62,0.62,19.494999999999997,23.31,34.015,101.78,122.065,13.274999999999999,0.38,1.9449999999999998
4102752,2017,20170702.5,11.07,22.915,18.105,20.44,28.55,17.45,22.82,13.61,80.25,0.295,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.74,0.72,0.75,16.965,23.365000000000002,33.365,88.92500000000001,121.265,11.469999999999999,0.305,1.53
4102752,2018,20180702.0,11.48,22.78,18.18,20.51,28.94,17.53,22.64,13.61,77.56,0.19,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.76,0.74,0.77,17.24,23.26,33.45,90.98,122.2,11.86,0.3,1.45
4102752,2019,20190702.0,12.34,24.31,18.29,21.52,29.87,18.78,24.15,13.73,76.0,0.22,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.71,0.69,0.72,16.81,23.31,33.4,88.03,123.7,11.45,0.3,1.47
4102752,2020,20200701.5,14.18,24.405,16.21,19.725,31.27,17.42,23.98,12.08,66.94,0.06,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.66,0.65,0.68,18.705,22.869999999999997,33.45,96.815,118.96000000000001,12.485,0.34,1.74
4102802,2017,20170702.5,11.07,22.915,18.105,20.44,28.55,17.45,22.82,13.61,80.25,0.295,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.77,0.75,0.74,18.57,24.13,34.2,100.015,126.09,13.0,0.36,1.8
4102802,2018,20180702.0,11.48,22.78,18.18,20.51,28.94,17.53,22.64,13.61,77.56,0.19,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.76,0.74,0.74,18.8,23.96,34.24,100.56,126.0,13.11,0.34,1.74
4102802,2019,20190702.0,12.34,24.31,18.29,21.52,29.87,18.78,24.15,13.73,76.0,0.22,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.64,0.66,0.66,18.68,23.77,34.2,99.95,125.9,12.94,0.37,1.84
4102802,2020,20200701.5,14.18,24.405,16.21,19.725,31.27,17.42,23.98,12.08,66.94,0.06,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.62,0.65,0.65,19.935,23.455,34.28,107.025,123.27,13.95,0.4,2.065
4102901,2017,20170702.5,11.07,22.915,18.105,20.44,28.55,17.45,22.82,13.61,80.25,0.295,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.66,0.62,0.66,15.934999999999999,23.48,33.06,81.045,119.815,10.594999999999999,0.29,1.455
4102901,2018,20180702.0,11.48,22.78,18.18,20.51,28.94,17.53,22.64,13.61,77.56,0.19,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.65,0.61,0.66,15.61,23.36,33.16,80.59,120.88,10.95,0.28,1.43
4102901,2019,20190702.0,12.34,24.31,18.29,21.52,29.87,18.78,24.15,13.73,76.0,0.22,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.62,0.59,0.62,15.54,23.46,33.11,79.88,122.15,10.59,0.28,1.42
4102901,2020,20200701.5,14.18,24.405,16.21,19.725,31.27,17.42,23.98,12.08,66.94,0.06,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.59,0.56,0.59,17.740000000000002,22.99,33.16,90.77000000000001,117.36000000000001,11.87,0.31,1.59
4103008,2017,20170702.5,11.07,22.915,18.105,20.44,28.55,17.45,22.82,13.61,80.25,0.295,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.76,0.73,0.74,17.53,23.799999999999997,33.655,90.56,123.41999999999999,11.870000000000001,0.32,1.565
4103008,2018,20180702.0,11.48,22.78,18.18,20.51,28.94,17.53,22.64,13.61,77.56,0.19,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.73,0.71,0.72,17.28,23.61,33.72,91.26,122.28,12.0,0.31,1.59
4103008,2019,20190702.0,12.34,24.31,18.29,21.52,29.87,18.78,24.15,13.73,76.0,0.22,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.66,0.65,0.67,17.04,23.24,33.67,90.66,123.21,11.67,0.31,1.59
4103008,2020,20200701.5,14.18,24.405,16.21,19.725,31.27,17.42,23.98,12.08,66.94,0.06,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.61,0.62,0.63,19.1,22.845,33.739999999999995,98.61,119.36500000000001,12.75,0.36,1.77
4103024,2017,20170702.5,9.7,21.91,17.495,19.495,26.445,17.045,21.71,13.18,82.06,0.29000000000000004,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.74,0.73,0.77,16.965,23.365000000000002,33.365,88.92500000000001,121.265,11.469999999999999,0.305,1.53
4103024,2018,20180702.0,9.41,21.65,18.22,19.98,26.43,16.98,21.44,13.73,81.56,0.4,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.75,0.73,0.77,17.24,23.26,33.45,90.98,122.2,11.86,0.3,1.45
4103024,2019,20190702.0,10.2,22.6,17.71,20.4,27.37,17.56,22.44,13.24,79.12,0.26,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.72,0.7,0.74,16.81,23.31,33.4,88.03,123.7,11.45,0.3,1.47
4103024,2020,20200701.5,12.254999999999999,22.59,15.629999999999999,18.965,28.740000000000002,16.65,22.310000000000002,11.72,71.69,0.12,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.67,0.66,0.7,18.705,22.869999999999997,33.45,96.815,118.96000000000001,12.485,0.34,1.74
4103040,2017,20170702.5,9.235,19.18,15.485,17.345,24.12,14.82,19.314999999999998,12.15,83.875,0.435,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.76,0.73,0.77,17.585,23.85,33.655,90.225,122.84,11.975,0.32,1.59
4103040,2018,20180702.0,9.62,19.12,15.65,17.4,24.19,14.7,19.23,12.27,82.25,0.38,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.76,0.73,0.76,17.24,23.56,33.72,90.67,122.79,12.06,0.32,1.51
4103040,2019,20190702.0,9.62,20.03,15.94,18.31,24.82,15.71,20.07,12.51,81.56,0.36,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.73,0.71,0.74,17.22,23.22,33.67,90.7,123.08,11.94,0.32,1.62
4103040,2020,20200701.5,11.9,20.005,13.835,16.655,26.305,14.425,19.955,10.96,72.56,0.21000000000000002,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.68,0.66,0.7,19.240000000000002,23.175,33.735,100.965,120.71000000000001,13.035,0.36,1.84
4103057,2017,20170702.5,9.7,21.91,17.495,19.495,26.445,17.045,21.71,13.18,82.06,0.29000000000000004,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.74,0.73,0.77,16.965,23.365000000000002,33.365,88.92500000000001,121.265,11.469999999999999,0.305,1.53
4103057,2018,20180702.0,9.41,21.65,18.22,19.98,26.43,16.98,21.44,13.73,81.56,0.4,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.75,0.73,0.77,17.24,23.26,33.45,90.98,122.2,11.86,0.3,1.45
4103057,2019,20190702.0,10.2,22.6,17.71,20.4,27.37,17.56,22.44,13.24,79.12,0.26,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.72,0.7,0.74,16.81,23.31,33.4,88.03,123.7,11.45,0.3,1.47
4103057,2020,20200701.5,12.254999999999999,22.59,15.629999999999999,18.965,28.740000000000002,16.65,22.310000000000002,11.72,71.69,0.12,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.67,0.66,0.7,18.705,22.869999999999997,33.45,96.815,118.96000000000001,12.485,0.34,1.74
4103156,2017,20170702.5,9.915,21.35,16.9,19.26,26.4,16.93,21.35,12.7,80.41,0.445,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.74,0.72,0.75,16.86,23.21,33.06,87.95,120.05,11.54,0.295,1.4249999999999998
4103156,2018,20180702.0,9.27,20.99,17.87,19.61,25.76,16.73,21.0,13.49,82.0,0.27,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.76,0.74,0.77,16.53,23.05,33.15,86.9,121.03,11.41,0.29,1.35
4103156,2019,20190702.0,10.41,21.88,17.01,19.63,27.06,16.97,22.01,12.76,77.94,0.24,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.71,0.69,0.72,16.43,23.24,33.11,86.96,122.91,11.18,0.28,1.38
4103156,2020,20200701.5,12.67,22.07,15.21,18.465,28.939999999999998,16.425,21.994999999999997,11.35,69.215,0.08499999999999999,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.66,0.65,0.68,18.77,22.78,33.155,98.03,117.305,12.51,0.33,1.645
4103206,2017,20170702.5,10.18,22.91,17.945,20.244999999999997,28.15,17.755000000000003,22.795,13.55,80.09,0.21000000000000002,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.77,0.75,0.74,18.16,23.975,33.93,94.865,124.295,12.575,0.34,1.69
4103206,2018,20180702.0,11.05,22.93,18.03,20.36,28.63,17.64,22.71,13.61,76.88,0.14,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.73,0.73,0.72,17.64,23.7,33.99,93.34,124.05,12.48,0.33,1.63
4103206,2019,20190702.0,12.01,24.32,17.85,21.12,29.76,18.98,24.1,13.43,72.75,0.14,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.66,0.67,0.67,17.75,23.26,33.94,93.71,124.18,12.33,0.34,1.67
4103206,2020,20200701.5,13.89,24.845,15.805,19.634999999999998,30.955,17.715,24.08,11.84,64.5,0.05,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.62,0.64,0.64,19.64,23.28,34.015,103.45,122.735,13.370000000000001,0.38,1.9449999999999998
4103222,2017,20170702.5,10.79,20.08,16.634999999999998,18.425,25.945,15.185,20.200000000000003,12.63,83.09,0.325,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.8,0.79,0.84,17.15,23.405,33.06,89.1,119.805,11.72,0.29,1.455
4103222,2018,20180702.0,10.7,20.12,17.05,18.73,25.62,15.24,20.3,12.94,83.06,0.23,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.8,0.79,0.84,16.63,23.29,33.15,88.09,121.86,11.59,0.29,1.46
4103222,2019,20190702.0,11.3,20.69,16.77,18.93,26.69,15.63,20.9,12.76,81.0,0.19,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.76,0.74,0.8,16.5,23.25,33.11,85.89,122.2,11.22,0.29,1.42
4103222,2020,20200701.5,13.71,20.884999999999998,14.89,17.775,28.34,14.7,21.04,11.29,73.19,0.11,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.68,0.67,0.71,18.955,23.09,33.16,99.66,118.62,12.75,0.34,1.605
4103305,2017,20170702.5,11.07,22.915,18.105,20.44,28.55,17.45,22.82,13.61,80.25,0.295,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.76,0.73,0.73,18.16,23.975,33.93,94.865,124.295,12.575,0.34,1.69
4103305,2018,20180702.0,11.48,22.78,18.18,20.51,28.94,17.53,22.64,13.61,77.56,0.19,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.73,0.7,0.71,17.64,23.7,33.99,93.34,124.05,12.48,0.33,1.63
4103305,2019,20190702.0,12.34,24.31,18.29,21.52,29.87,18.78,24.15,13.73,76.0,0.22,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.7,0.68,0.69,17.75,23.26,33.94,93.71,124.18,12.33,0.34,1.67
4103305,2020,20200701.5,14.18,24.405,16.21,19.725,31.27,17.42,23.98,12.08,66.94,0.06,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.63,0.65,0.66,19.64,23.28,34.015,103.45,122.735,13.370000000000001,0.38,1.9449999999999998
4103354,2017,20170702.5,9.495000000000001,20.935000000000002,17.26,19.07,26.095,16.48,21.1,13.12,84.31,0.495,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.77,0.75,0.78,17.34,23.615000000000002,33.650000000000006,89.935,123.62,11.55,0.315,1.5750000000000002
4103354,2018,20180702.0,9.34,20.67,17.83,19.43,25.74,16.41,20.8,13.61,84.12,0.37,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.77,0.76,0.77,17.15,23.42,33.72,91.52,122.44,12.0,0.32,1.57
4103354,2019,20190702.0,9.87,21.69,17.24,19.9,26.92,17.38,21.89,13.18,79.94,0.26,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.73,0.7,0.73,17.1,23.37,33.68,90.02,125.15,11.69,0.31,1.52
4103354,2020,20200701.5,12.559999999999999,21.855,15.385,18.490000000000002,28.445,16.025,21.89,11.66,70.845,0.10500000000000001,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.67,0.66,0.7,19.05,22.685,33.739999999999995,98.64500000000001,117.005,12.594999999999999,0.35,1.76
4103370,2017,20170702.5,11.075,23.675,18.77,20.994999999999997,29.39,18.335,23.41,13.98,79.905,0.33,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.75,0.72,0.73,17.34,23.615000000000002,33.650000000000006,89.935,123.62,11.55,0.315,1.5750000000000002
4103370,2018,20180702.0,10.98,23.54,19.05,21.18,29.34,18.23,23.18,14.16,78.75,0.3,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.74,0.71,0.71,17.15,23.42,33.72,91.52,122.44,12.0,0.32,1.57
4103370,2019,20190702.0,11.75,24.93,18.55,21.77,30.63,19.37,24.56,13.73,74.56,0.14,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.66,0.66,0.66,17.1,23.37,33.68,90.02,125.15,11.69,0.31,1.52
4103370,2020,20200701.5,14.035,24.98,16.95,20.52,31.83,18.08,24.585,12.51,67.56,0.04,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.61,0.62,0.62,19.05,22.685,33.739999999999995,98.64500000000001,117.005,12.594999999999999,0.35,1.76
4103404,2017,20170702.5,10.495000000000001,23.475,18.405,20.47,28.96,18.09,23.259999999999998,13.79,79.655,0.215,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.77,0.75,0.74,18.57,24.13,34.2,100.015,126.09,13.0,0.36,1.8
4103404,2018,20180702.0,11.15,23.19,18.36,20.83,29.35,18.28,23.02,13.79,76.94,0.09,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.76,0.73,0.73,18.8,23.96,34.24,100.56,126.0,13.11,0.34,1.74
4103404,2019,20190702.0,12.7,24.95,18.05,21.55,31.02,19.39,24.64,13.55,71.56,0.11,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.65,0.66,0.66,18.68,23.77,34.2,99.95,125.9,12.94,0.37,1.84
4103404,2020,20200701.5,13.84,24.585,16.295,20.075,31.255000000000003,17.805,24.16,12.115,66.41,0.04,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.62,0.64,0.64,19.935,23.455,34.28,107.025,123.27,13.95,0.4,2.065
4103453,2017,20170702.5,10.615,22.3,18.145,20.15,27.41,17.3,22.245,13.67,83.31,0.46499999999999997,93.39,1.16,2.16,0.56,1.66,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.79,0.77,0.78,17.34,23.615000000000002,33.650000000000006,89.935,123.62,11.55,0.315,1.5750000000000002
4103453,2018,20180702.0,10.58,22.12,18.52,20.48,27.65,17.23,22.23,13.92,81.31,0.33,93.36,1.1,2.05,0.51,1.57,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.77,0.74,0.75,17.15,23.42,33.72,91.52,122.44,12.0,0.32,1.57
4103453,2019,20190702.0,11.36,23.6,18.02,21.09,29.0,18.33,23.5,13.55,76.94,0.22,93.35,1.13,2.16,0.5,1.7,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.7,0.68,0.7,17.1,23.37,33.68,90.02,125.15,11.69,0.31,1.52
4103453,2020,20200701.5,13.96,23.91,16.235,19.72,30.439999999999998,17.09,23.575000000000003,12.08,68.69,0.06,93.33,1.16,2.23,0.49,1.76,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.65,0.65,0.66,19.05,22.685,33.739999999999995,98.64500000000001,117.005,12.594999999999999,0.35,1.76
4103479,2017,20170702.5,11.075,23.675,18.77,20.994999999999997,29.39,18.335,23.41,13.98,79.905,0.33,93.39,1.0550000000000002,1.73,0.61,1.14,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.75,0.72,0.73,17.92,23.755000000000003,33.93,94.58,124.5,12.195,0.33,1.67
4103479,2018,20180702.0,10.98,23.54,19.05,21.18,29.34,18.23,23.18,14.16,78.75,0.3,93.36,1.01,1.65,0.55,1.12,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.74,0.71,0.71,17.93,23.79,33.99,95.24,123.35,12.46,0.33,1.66
4103479,2019,20190702.0,11.75,24.93,18.55,21.77,30.63,19.37,24.56,13.73,74.56,0.14,93.35,1.04,1.69,0.55,1.16,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.66,0.66,0.66,17.51,23.43,33.94,91.34,126.07,11.79,0.33,1.62
4103479,2020,20200701.5,14.035,24.98,16.95,20.52,31.83,18.08,24.585,12.51,67.56,0.04,93.33,1.045,1.755,0.55,1.18,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.61,0.62,0.62,19.235,22.8,34.015,100.10499999999999,118.44,12.809999999999999,0.36,1.7850000000000001
4103503,2017,20170702.5,9.905000000000001,21.67,17.27,19.27,26.61,16.36,21.625,13.149999999999999,82.31,0.175,93.39,1.915,3.4400000000000004,0.745,2.67,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.75,0.72,0.73,17.92,23.755000000000003,33.93,94.58,124.5,12.195,0.33,1.67
